candidate,window_id,entry_date,start_date,end_date,trading_days,portfolio_return,benchmark_return,excess_return,n_holdings,max_weight,avg_top5_weight,n_with_notes,model0_weight,model1_weight,top_k,internal_max_weight,weighting,risk_filter_enabled,window_rank
stable_extra_wide_capacity,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.027056110585870537,-0.02619360438502094,-0.0008625062008495964,46,0.02173913043478261,0.10869565217391305,0,0.285,0.7150000000000001,46,0.03,equal,False,4.0
stable_medium_capacity,w09,2026-03-27,2026-03-30,2026-04-03,5,-0.016109235536819012,-0.02619360438502094,0.010084368848201929,93,0.01075268817204301,0.05376344086021505,0,0.7725,0.22750000000000004,93,0.03,equal,True,1.0
balanced_extra_wide_capacity,w10,2026-04-03,2026-04-07,2026-04-13,5,0.06732922129983095,0.05743365107980991,0.009895570220021035,64,0.015625,0.078125,0,0.725,0.275,64,0.03,equal,False,8.0
balanced_medium_current,w10,2026-04-03,2026-04-07,2026-04-13,5,0.05106915086694637,0.05743365107980991,-0.006364500212863541,49,0.020408163265306124,0.10204081632653061,0,0.0,1.0,49,0.03,equal,True,12.0
economic_medium_capacity,w10,2026-04-03,2026-04-07,2026-04-13,5,0.07773424115889978,0.05743365107980991,0.020300590079089867,30,0.036000000004219955,0.18000000002109978,0,0.998,0.0020000000000000018,30,0.036,rank,True,5.0
recent_compact_capacity,w10,2026-04-03,2026-04-07,2026-04-13,5,0.0705653067478715,0.05743365107980991,0.013131655668061584,31,0.032972380952380954,0.16486190476190477,0,0.055,0.945,31,0.030758,rank,True,6.0
recent_compact_current,w10,2026-04-03,2026-04-07,2026-04-13,5,0.056243310298253545,0.05743365107980991,-0.0011903407815563663,37,0.027027027027027035,0.13513513513513517,0,0.825,0.17500000000000004,37,0.03,equal,True,9.0
short_aggressive_compact_capacity,w10,2026-04-03,2026-04-07,2026-04-13,5,0.051897984758293846,0.05743365107980991,-0.005535666321516065,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,10.0
short_aggressive_medium_capacity,w10,2026-04-03,2026-04-07,2026-04-13,5,0.051897984758293846,0.05743365107980991,-0.005535666321516065,31,0.03225806451612904,0.16129032258064518,0,0.9455,0.05449999999999999,31,0.03225806451612903,equal,True,10.0
short_aggressive_wide_capacity,w10,2026-04-03,2026-04-07,2026-04-13,5,0.09758227176033263,0.05743365107980991,0.04014862068052272,30,0.036000000004219955,0.18000000002109978,0,0.5935,0.4065,30,0.036,rank,True,3.0
stable_compact_capacity,w10,2026-04-03,2026-04-07,2026-04-13,5,0.09607211420977654,0.05743365107980991,0.03863846312996663,33,0.030303030303030304,0.15151515151515152,0,0.978,0.02200000000000002,33,0.030303030303030304,equal,True,4.0
